eu-west-1,r3.large,Linux/UNIX,0.185
ap-southeast-1,r3.xlarge,Linux/UNIX,0.399
us-east-1,c1.xlarge,Linux/UNIX,0.52
us-east-1,p3.2xlarge,Linux/UNIX,3.06
eu-west-1,p2.xlarge,Linux/UNIX,0.972
us-west-1,r4.4xlarge,Linux/UNIX,1.1856
eu-west-1,f1.16xlarge,Linux/UNIX,14.52
sa-east-1,r4.large,Linux/UNIX,0.28
eu-central-1,r4.2xlarge,Linux/UNIX,0.6402
us-east-1,t2.nano,Linux/UNIX,0.0058
ap-northeast-2,c4.2xlarge,Linux/UNIX,0.454
ap-northeast-2,m3.xlarge,Linux/UNIX,0.366
ap-south-1,c4.4xlarge,Linux/UNIX,0.878
us-west-2,r4.xlarge,Linux/UNIX,0.266
ap-southeast-1,i3.8xlarge,Linux/UNIX,2.992
ap-northeast-2,r3.8xlarge,Linux/UNIX,3.192
eu-central-1,c3.4xlarge,Linux/UNIX,1.032
us-east-1,m4.large,Linux/UNIX,0.1
us-west-1,m3.xlarge,Linux/UNIX,0.308
ap-southeast-1,t2.small,Linux/UNIX,0.0292
us-west-1,c3.4xlarge,Linux/UNIX,0.956
eu-central-1,r3.large,Linux/UNIX,0.2
us-east-1,g2.2xlarge,Linux/UNIX,0.65
ap-northeast-1,m1.medium,Linux/UNIX,0.122
eu-central-1,t2.nano,Linux/UNIX,0.0067
eu-west-1,c3.large,Linux/UNIX,0.12
sa-east-1,m3.medium,Linux/UNIX,0.095
us-east-1,t2.micro,Linux/UNIX,0.0116
us-east-1,f1.16xlarge,Linux/UNIX,13.2
sa-east-1,i3.xlarge,Linux/UNIX,0.572
us-west-2,c3.8xlarge,Linux/UNIX,1.68
us-west-2,r3.2xlarge,Linux/UNIX,0.665
eu-west-1,r3.4xlarge,Linux/UNIX,1.482
us-west-2,r3.xlarge,Linux/UNIX,0.333
ap-south-1,p2.xlarge,Linux/UNIX,1.718
us-west-2,m3.large,Linux/UNIX,0.133
ap-southeast-2,t2.large,Linux/UNIX,0.1168
eu-central-1,i3.4xlarge,Linux/UNIX,1.488
eu-west-1,r3.xlarge,Linux/UNIX,0.371
eu-central-1,i3.8xlarge,Linux/UNIX,2.976
ap-southeast-2,d2.4xlarge,Linux/UNIX,3.48
ap-southeast-1,c1.xlarge,Linux/UNIX,0.655
eu-west-1,r4.xlarge,Linux/UNIX,0.2964
us-east-1,p2.8xlarge,Linux/UNIX,7.2
ap-northeast-1,r4.4xlarge,Linux/UNIX,1.28
ap-southeast-2,i2.8xlarge,Linux/UNIX,8.14
ap-northeast-2,m4.large,Linux/UNIX,0.123
ap-northeast-1,m1.small,Linux/UNIX,0.061
us-east-1,d2.8xlarge,Linux/UNIX,5.52
us-west-1,t2.xlarge,Linux/UNIX,0.2208
eu-west-1,r4.large,Linux/UNIX,0.1482
eu-central-1,t2.medium,Linux/UNIX,0.0536
eu-west-1,g2.2xlarge,Linux/UNIX,0.702
eu-west-1,m1.xlarge,Linux/UNIX,0.379
eu-central-1,m3.xlarge,Linux/UNIX,0.315
ap-southeast-1,m1.large,Linux/UNIX,0.233
sa-east-1,t2.nano,Linux/UNIX,0.0093
sa-east-1,t2.medium,Linux/UNIX,0.0744
sa-east-1,m3.2xlarge,Linux/UNIX,0.761
us-west-1,g2.2xlarge,Linux/UNIX,0.702
eu-central-1,m4.large,Linux/UNIX,0.12
eu-central-1,m3.2xlarge,Linux/UNIX,0.632
eu-west-1,p2.16xlarge,Linux/UNIX,15.552
ap-southeast-1,c4.8xlarge,Linux/UNIX,1.848
ap-southeast-2,m4.large,Linux/UNIX,0.125
us-east-1,r3.large,Linux/UNIX,0.166
ap-northeast-2,c4.large,Linux/UNIX,0.114
ap-northeast-1,c1.medium,Linux/UNIX,0.158
ap-northeast-2,c3.8xlarge,Linux/UNIX,1.839
us-east-1,i3.large,Linux/UNIX,0.156
ap-south-1,t2.2xlarge,Linux/UNIX,0.4608
eu-central-1,m4.16xlarge,Linux/UNIX,3.84
ap-northeast-2,m4.16xlarge,Linux/UNIX,3.936
ap-northeast-1,m2.2xlarge,Linux/UNIX,0.575
us-east-1,p2.16xlarge,Linux/UNIX,14.4
us-west-2,i3.large,Linux/UNIX,0.156
us-west-1,i3.16xlarge,Linux/UNIX,5.504
us-west-1,t1.micro,Linux/UNIX,0.025
eu-west-1,cc2.8xlarge,Linux/UNIX,2.25
us-west-1,c1.xlarge,Linux/UNIX,0.592
us-west-1,r3.8xlarge,Linux/UNIX,2.964
ap-southeast-2,r4.xlarge,Linux/UNIX,0.3192
ap-south-1,m4.4xlarge,Linux/UNIX,0.984
ap-southeast-2,m4.2xlarge,Linux/UNIX,0.5
ap-south-1,t2.medium,Linux/UNIX,0.0576
us-east-1,c3.2xlarge,Linux/UNIX,0.42
us-west-2,p2.8xlarge,Linux/UNIX,7.2
ap-southeast-2,i2.2xlarge,Linux/UNIX,2.035
ap-southeast-2,r3.4xlarge,Linux/UNIX,1.596
us-east-1,r4.8xlarge,Linux/UNIX,2.128
ap-northeast-1,cc2.8xlarge,Linux/UNIX,2.349
us-west-2,t2.2xlarge,Linux/UNIX,0.3712
us-east-1,g2.8xlarge,Linux/UNIX,2.6
ap-southeast-2,g3.16xlarge,Linux/UNIX,7.016
us-west-1,r3.large,Linux/UNIX,0.185
ap-northeast-2,r4.16xlarge,Linux/UNIX,5.12
eu-west-1,i3.large,Linux/UNIX,0.172
ap-southeast-2,p2.16xlarge,Linux/UNIX,24.672
us-east-1,x1.32xlarge,Linux/UNIX,13.338
ap-northeast-1,d2.4xlarge,Linux/UNIX,3.376
us-west-2,r4.large,Linux/UNIX,0.133
us-east-1,i3.2xlarge,Linux/UNIX,0.624
ap-south-1,t2.micro,Linux/UNIX,0.0144
eu-central-1,c4.large,Linux/UNIX,0.114
eu-west-1,i3.2xlarge,Linux/UNIX,0.688
ap-northeast-1,t2.nano,Linux/UNIX,0.0076
ap-southeast-1,r3.4xlarge,Linux/UNIX,1.596
ap-southeast-2,g3.8xlarge,Linux/UNIX,3.508
ap-northeast-2,m4.xlarge,Linux/UNIX,0.246
us-west-1,m4.xlarge,Linux/UNIX,0.234
ap-southeast-1,r3.large,Linux/UNIX,0.2
us-east-1,m4.16xlarge,Linux/UNIX,3.2
us-east-1,r3.2xlarge,Linux/UNIX,0.665
sa-east-1,t2.2xlarge,Linux/UNIX,0.5952
us-east-1,r4.4xlarge,Linux/UNIX,1.064
eu-central-1,d2.xlarge,Linux/UNIX,0.794
eu-west-1,t2.medium,Linux/UNIX,0.05
eu-central-1,t2.xlarge,Linux/UNIX,0.2144
us-west-1,d2.2xlarge,Linux/UNIX,1.563
ap-northeast-1,i3.xlarge,Linux/UNIX,0.366
us-west-2,m3.xlarge,Linux/UNIX,0.266
ap-southeast-1,c1.medium,Linux/UNIX,0.164
ap-southeast-2,m2.xlarge,Linux/UNIX,0.296
eu-west-1,p3.8xlarge,Linux/UNIX,13.22
us-west-1,i3.large,Linux/UNIX,0.172
ap-northeast-2,i3.4xlarge,Linux/UNIX,1.464
us-west-2,t2.large,Linux/UNIX,0.0928
eu-central-1,g2.2xlarge,Linux/UNIX,0.772
ap-northeast-2,x1.16xlarge,Linux/UNIX,9.671
eu-west-1,g2.8xlarge,Linux/UNIX,2.808
ap-northeast-2,i3.8xlarge,Linux/UNIX,2.928
ap-southeast-1,hs1.8xlarge,Linux/UNIX,5.57
us-west-2,c3.4xlarge,Linux/UNIX,0.84
ap-southeast-1,c4.4xlarge,Linux/UNIX,0.924
us-west-1,t2.small,Linux/UNIX,0.0276
sa-east-1,x1.32xlarge,Linux/UNIX,26.01
ap-south-1,r4.xlarge,Linux/UNIX,0.304
ap-northeast-1,g3.4xlarge,Linux/UNIX,1.58
eu-west-1,p2.8xlarge,Linux/UNIX,7.776
eu-west-1,t2.large,Linux/UNIX,0.1008
ap-southeast-1,m4.16xlarge,Linux/UNIX,4
eu-central-1,p2.8xlarge,Linux/UNIX,10.608
eu-west-1,m4.large,Linux/UNIX,0.111
ap-southeast-2,i3.large,Linux/UNIX,0.187
us-east-1,f1.2xlarge,Linux/UNIX,1.65
ap-south-1,c4.2xlarge,Linux/UNIX,0.439
us-west-2,c3.2xlarge,Linux/UNIX,0.42
ap-northeast-2,p2.xlarge,Linux/UNIX,1.465
ap-southeast-1,d2.2xlarge,Linux/UNIX,1.74
ap-northeast-2,g2.8xlarge,Linux/UNIX,3.592
us-west-1,c4.4xlarge,Linux/UNIX,0.997
us-east-1,c4.8xlarge,Linux/UNIX,1.591
ap-southeast-1,t2.micro,Linux/UNIX,0.0146
ap-south-1,i2.8xlarge,Linux/UNIX,7.733
us-west-2,i3.8xlarge,Linux/UNIX,2.496
us-west-1,i3.xlarge,Linux/UNIX,0.344
ap-southeast-1,m3.2xlarge,Linux/UNIX,0.784
us-west-2,m4.10xlarge,Linux/UNIX,2
us-west-1,r4.2xlarge,Linux/UNIX,0.5928
eu-west-1,c4.4xlarge,Linux/UNIX,0.905
ap-northeast-2,i3.xlarge,Linux/UNIX,0.366
ap-southeast-2,x1.16xlarge,Linux/UNIX,9.671
ap-northeast-1,t2.2xlarge,Linux/UNIX,0.4864
us-west-1,c4.xlarge,Linux/UNIX,0.249
us-west-2,c3.large,Linux/UNIX,0.105
us-east-1,g3.8xlarge,Linux/UNIX,2.28
sa-east-1,m4.2xlarge,Linux/UNIX,0.636
eu-west-1,m3.large,Linux/UNIX,0.146
eu-central-1,d2.4xlarge,Linux/UNIX,3.176
ap-southeast-1,m4.2xlarge,Linux/UNIX,0.5
ap-south-1,t2.nano,Linux/UNIX,0.0072
us-west-2,c4.2xlarge,Linux/UNIX,0.398
us-west-2,cc2.8xlarge,Linux/UNIX,2
eu-central-1,r3.2xlarge,Linux/UNIX,0.8
us-west-2,m4.large,Linux/UNIX,0.1
ap-southeast-1,t2.2xlarge,Linux/UNIX,0.4672
ap-south-1,r3.2xlarge,Linux/UNIX,0.758
ap-northeast-1,c3.2xlarge,Linux/UNIX,0.511
eu-west-1,m1.small,Linux/UNIX,0.047
ap-northeast-2,p2.8xlarge,Linux/UNIX,11.72
ap-northeast-2,c3.xlarge,Linux/UNIX,0.23
eu-central-1,r4.8xlarge,Linux/UNIX,2.5608
ap-northeast-1,r3.2xlarge,Linux/UNIX,0.798
sa-east-1,m4.16xlarge,Linux/UNIX,5.088
ap-northeast-1,r4.8xlarge,Linux/UNIX,2.56
eu-west-1,f1.2xlarge,Linux/UNIX,1.815
eu-central-1,m4.2xlarge,Linux/UNIX,0.48
ap-northeast-1,p3.2xlarge,Linux/UNIX,5.243
us-west-2,m2.4xlarge,Linux/UNIX,0.98
us-west-2,d2.2xlarge,Linux/UNIX,1.38
ap-southeast-1,m4.4xlarge,Linux/UNIX,1
ap-northeast-1,i3.large,Linux/UNIX,0.183
sa-east-1,t2.xlarge,Linux/UNIX,0.2976
ap-south-1,d2.8xlarge,Linux/UNIX,6.612
eu-west-1,cr1.8xlarge,Linux/UNIX,3.75
ap-south-1,m4.10xlarge,Linux/UNIX,2.46
ap-northeast-2,d2.xlarge,Linux/UNIX,0.844
us-east-1,m4.10xlarge,Linux/UNIX,2
ap-southeast-2,g3.4xlarge,Linux/UNIX,1.754
us-west-1,m4.large,Linux/UNIX,0.117
ap-southeast-2,g2.8xlarge,Linux/UNIX,3.592
eu-west-1,i3.8xlarge,Linux/UNIX,2.752
us-west-2,p3.2xlarge,Linux/UNIX,3.06
us-east-1,hi1.4xlarge,Linux/UNIX,3.1
us-west-1,g3.4xlarge,Linux/UNIX,1.534
us-west-1,g3.8xlarge,Linux/UNIX,3.068
eu-west-1,i3.xlarge,Linux/UNIX,0.344
us-west-2,r4.16xlarge,Linux/UNIX,4.256
eu-west-1,c4.xlarge,Linux/UNIX,0.226
eu-central-1,x1.16xlarge,Linux/UNIX,9.337
ap-southeast-2,x1.32xlarge,Linux/UNIX,19.341
ap-southeast-2,i3.8xlarge,Linux/UNIX,2.992
